event_id,event_category_ids,event_categories_th,primary_category_th,event_start,event_start_date,event_start_time,start_year,start_month,start_ym,season_th,event_end,event_end_date,event_end_time,end_year,end_month,end_ym,duration_days,event_ref,event_name_th,event_name_en,event_detail_th,event_detail_en,event_address,event_province_id,province_th,province_en,region,raw_lat,raw_lng,is_default_coords,clean_lat,clean_lng,coord_source,active,event_image_url,total_images
105428,"2,4",ดนตรีและการแสดง; เทศกาลและงานประจำปี,ดนตรีและการแสดง,2026-08-22 21:00:00,2026-08-22,21:00:00,2026,8,2026-08,ฤดูฝน,2026-08-23 00:00:00,2026-08-23,00:00:00,2026,8,2026-08,0.12,,LANNA MUSIC EDM,,"LANNA MUSIC EDM ในวันที่ 22 สิงหาคม 2569 ณ FUR Cafe CNX เชียงใหม่
นำดนตรีที่มีกลิ่นอายวัฒนธรรมล้านนา มาผสมผสานให้เข้ากับจังหวะดนตรีอิเล็กทรอนิกส์ สร้างประสบการณ์การฟังเพลงในรูปแบบใหม่ ที่สะท้อนพลังสร้างสรรค์ของชาวเชียงใหม่",,FUR Cafe CNX เชียงใหม่,39,เชียงใหม่,Chiang Mai,ภาคเหนือ,18.80815304747651,98.97560013478088,0,18.80815304747651,98.97560013478088,Original API Coordinates,1,https://calendar.m-culture.go.th/uploads/events/6a715d720c604_750377832_1832376327732415_3762072428855115795_n.jpg,2
105461,7,ประเพณีและศาสนา,ประเพณีและศาสนา,2026-08-22 09:00:00,2026-08-22,09:00:00,2026,8,2026-08,ฤดูฝน,2026-08-23 17:00:00,2026-08-23,17:00:00,2026,8,2026-08,1.33,https://www.facebook.com/share/p/1HJ9TGW5mN/,ประเพณีแข่งขันเรือยาวเทศบาลตำบลศรีวิไล อำเภอศรีวิไล จังหวัดบึงกาฬ ประจำปี 2569,,ประชาสัมพันธ์งานประเพณีแข่งขันเรือยาวเทศบาลตำบลศรีวิไล ประจำปี 2569 แข่งขันวันที่: 22 - 23 สิงหาคม 2569 มีเรือยาวประเภท 12 ฝีพาย และ 30 ฝีพายบริเวณแหล่งน้ำหนองจันทน์ ตำบลศรีวิไล อำเภอศรีวิไล จังหวัดบึงกาฬ​ร่วมสืบสานประเพณีอันดีงาม ส่งแรงใจเชียร์ฝีพาย และสัมผัสความสนุกสนานไปด้วยกัน ม่วนจอยกันกับหมอลำซิ่งตอนกลางวัน ​พร้อมบูธอาหารและเครื่องดื่มหลากหลายชนิด แล้วพบกันครับพี่น้องชาวศรีวิไลและตำบลข้างเคียง,ประชาสัมพันธ์งานประเพณีแข่งขันเรือยาวเทศบาลตำบลศรีวิไล ประจำปี 2569&nbsp;&nbsp;แข่งขันวันที่: 22 - 23 สิงหาคม 2569 มีเรือยาวประเภท 12 ฝีพาย และ 30 ฝีพายบริเวณแหล่งน้ำหนองจันทน์ ตำบลศรีวิไล อำเภอศรีวิไล จังหวัดบึงกาฬ​ร่วมสืบสานประเพณีอันดีงาม ส่งแรงใจเชียร์ฝีพาย และสัมผัสความสนุกสนานไปด้วยกัน&nbsp;ม่วนจอยกันกับหมอลำซิ่งตอนกลางวัน ​พร้อมบูธอาหารและเครื่องดื่มหลากหลายชนิด แล้วพบกันครับพี่น้องชาวศรีวิไลและตำบลข้างเคียง,อำเภอศรีวิไล,27,บึงกาฬ,Bueng Kan,ภาคตะวันออกเฉียงเหนือ,13.766913,100.576203,1,18.3609,103.6465,Provincial Centroid (Imputed from Fallback),1,https://calendar.m-culture.go.th/uploads/events/6a8c15b440a2b_737412693_1329707942682643_63686204723548460_n.jpg,3
105444,4,เทศกาลและงานประจำปี,เทศกาลและงานประจำปี,2026-08-22 06:00:00,2026-08-22,06:00:00,2026,8,2026-08,ฤดูฝน,2026-08-22 20:30:00,2026-08-22,20:30:00,2026,8,2026-08,0.6,,งานเฉลิมฉลอง ๑๑๑ ปี จังหวัดอุตรดิตถ์,งานเฉลิมฉลอง ๑๑๑ ปี จังหวัดอุตรดิตถ์,"&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; จังหวัดอุตรดิตถ์ โดยสำนักงานวัฒนธรรมจังหวัดอุตรดิตถ์ ร่วมกับทุกภาคส่วน ขอเชิญร่วมงานเฉลิมฉลอง ๑๑๑ ปี จังหวัดอุตรดิตถ์ ในวันที่ ๒๒ สิงหาคม ๒๕๖๙ ณ บริเวณอนุสาวรีย์พระยาพิชัยดาบหัก และลานอเนกประสงค์ริมน่าน ตำบลท่าอิฐ อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์ โดยพบกับกิจกรรมต่างๆ ดังนี้
- เวลา ๐๖.๐๐ น. : พิธีสักการะสิ่งศักดิ์สิทธิ์ พิธีสงฆ์ ณ บริเวณอนุสาวรีย์พระยาพิชัยดาบหัก อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์ ตักบาตรพระสงฆ์ ๒๒๒ รูป
- เวลา ๐๗.๑๕ น. : พิธีบวงสรวงอนุสาวรีย์พระยาพิชัยดาบหัก ณ หน้าอนุสาวรีย์พระยาพิชัยดาบหัก อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์
- เวลา ๐๘.๐๐ น. พิธีบวงสรวงพระบรมราชานุสาวรีย์พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว ณ ลานอเนกประสงค์ริมน่าน อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์ &nbsp;&nbsp;&nbsp;
- เวลา ๑๗.๓๐ น. การรำเฉลิมฉลอง ๑๑๑ ปี จังหวัดอุตรดิตถ์ ณ บริเวณอนุสาวรีย์พระยาพิชัยดาบหัก อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; นอกจากนี้ยังมีกิจกรรมอื่นๆ ได้แก่ นิทรรศการภาพเก่าเล่าเรื่อง การถ่ายภาพที่ระลึก &ldquo;AI Photo Booth&rdquo; การสาธิตภูมิปัญญาทางวัฒนธรรม การจำหน่ายผลิตภัณฑ์ทางวัฒนธรรม การแสดงดนตรีมังคละ การแสดงคีตะมวยไทย และการแสดงดนตรีสากล วงดนตรี มทบ.๓๕
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp;ขอเชิญร่วมทำบุญในวันขึ้น ๙ ค่ำ เดือน ๙ เพื่อความเป็นสิริมงคล และร่วมกิจกรรมในวาระพิเศษเฉลิมฉลอง ๑๑๑ ปี จังหวัดอุตรดิตถ์","&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; จังหวัดอุตรดิตถ์ โดยสำนักงานวัฒนธรรมจังหวัดอุตรดิตถ์ ร่วมกับทุกภาคส่วน ขอเชิญร่วมงานเฉลิมฉลอง ๑๑๑ ปี จังหวัดอุตรดิตถ์ ในวันที่ ๒๒ สิงหาคม ๒๕๖๙ ณ บริเวณอนุสาวรีย์พระยาพิชัยดาบหัก และลานอเนกประสงค์ริมน่าน ตำบลท่าอิฐ อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์ โดยพบกับกิจกรรมต่างๆ ดังนี้
- เวลา ๐๖.๐๐ น. : พิธีสักการะสิ่งศักดิ์สิทธิ์ พิธีสงฆ์ ณ บริเวณอนุสาวรีย์พระยาพิชัยดาบหัก อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์ ตักบาตรพระสงฆ์ ๒๒๒ รูป
- เวลา ๐๗.๑๕ น. : พิธีบวงสรวงอนุสาวรีย์พระยาพิชัยดาบหัก ณ หน้าอนุสาวรีย์พระยาพิชัยดาบหัก อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์
- เวลา ๐๘.๐๐ น. พิธีบวงสรวงพระบรมราชานุสาวรีย์พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว ณ ลานอเนกประสงค์ริมน่าน อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์ &nbsp;&nbsp;&nbsp;
- เวลา ๑๗.๓๐ น. การรำเฉลิมฉลอง ๑๑๑ ปี จังหวัดอุตรดิตถ์ ณ บริเวณอนุสาวรีย์พระยาพิชัยดาบหัก อำเภอเมืองอุตรดิตถ์ จังหวัดอุตรดิตถ์
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; นอกจากนี้ยังมีกิจกรรมอื่นๆ ได้แก่ นิทรรศการภาพถ่ายเก่าเล่าเรื่อง การถ่ายภาพที่ระลึก &ldquo;AI Photo Booth&rdquo; การสาธิตภูมิปัญญาทางวัฒนธรรม การจำหน่ายผลิตภัณฑ์ทางวัฒนธรรม การแสดงดนตรีมังคละ การแสดงคีตะมวยไทย และการแสดงดนตรีสากล วงดนตรี มทบ.๓๕
&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; ขอเชิญร่วมทำบุญในวันขึ้น ๙ ค่ำ เดือน ๙ เพื่อความเป็นสิริมงคล และร่วมกิจกรรมในวาระพิเศษเฉลิมฉลอง ๑๑๑ ปี จังหวัดอุตรดิตถ์",อนุสาวรีย์พระยาพิชัยดาบหัก จังหวัดอุตรดิตถ์,42,อุตรดิตถ์,Uttaradit,ภาคเหนือ,13.766913,100.576203,1,17.6201,100.0993,Provincial Centroid (Imputed from Fallback),1,https://calendar.m-culture.go.th/uploads/events/6a83f88c1fa5f_1159621.jpg,6
105453,7,ประเพณีและศาสนา,ประเพณีและศาสนา,2026-08-21 15:00:00,2026-08-21,15:00:00,2026,8,2026-08,ฤดูฝน,2026-08-23 22:00:00,2026-08-23,22:00:00,2026,8,2026-08,2.29,,โคราชมามูย่า MarMuYaa MaNa EP.2,โคราชมามูย่า MarMuYaa MaNa EP.2,"จังหวัดนครราชสีมา โดยสำนักงานวัฒนธรรมจังหวัดนครราชสีมา ร่วมกับหอการค้าจังหวัดนครราชสีมาจัด
โครงการโคราชมามูย่า MarMuYaa MaNa EP.2
21&ndash;23 สิงหาคม 2569
ลานอนุสาวรีย์ท้าวสุรนารี (คุณย่าโม)
.
มาร่วมสัมผัสเสน่ห์ของ &quot;มูดี วิถีโคราช&quot; แล้วค้นพบของมงคลร่วมสมัยที่พร้อมส่งต่อความโชคดี ความสุข และเรื่องราวดี ๆ จากโคราชสู่ทุกคน
&quot;มูดี วิถีโคราช&quot; ครบทั้ง 22 ผลิตภัณฑ์มงคลร่วมสมัยแห่งโคราช
.
เมื่อ &quot;ศิลปะ &times; ความเชื่อ &times; ภูมิปัญญาท้องถิ่น&quot; ถูกถ่ายทอดผ่านการออกแบบร่วมสมัย จนกลายเป็นผลิตภัณฑ์ที่สะท้อนอัตลักษณ์ของเมืองโคราชได้อย่างงดงาม
.
จากรากวัฒนธรรม...
สู่ผลงานสร้างสรรค์ที่ผสาน Soft Power โคราช ไว้อย่างลงตัว
.
ภายในงานพบกับผลิตภัณฑ์มงคลร่วมสมัยทั้ง 22 ชิ้นงาน ที่เกิดจากความร่วมมือของศิลปินและผู้ประกอบการท้องถิ่น ถ่ายทอดเรื่องราว ความเชื่อ และความภาคภูมิใจของชาวโคราช ผ่านของฝาก ของที่ระลึก และผลิตภัณฑ์สร้างสรรค์ที่มีความหมาย",,ลานอนุสาวรีย์ท้าวสุรนารี (คุณย่าโม),19,นครราชสีมา,Nakhon Ratchasima,ภาคตะวันออกเฉียงเหนือ,14.975481617821478,102.09806693737792,0,14.975481617821478,102.09806693737792,Original API Coordinates,1,https://calendar.m-culture.go.th/uploads/events/6a85488c16305_777854186_1584195259728361_2920649558919384398_n.jpg,4
105347,"4,7",เทศกาลและงานประจำปี; ประเพณีและศาสนา,เทศกาลและงานประจำปี,2026-08-21 09:00:00,2026-08-21,09:00:00,2026,8,2026-08,ฤดูฝน,2026-08-23 21:00:00,2026-08-23,21:00:00,2026,8,2026-08,2.5,,งานแข่งเรือยาวประเพณี เทศบาลตำบลโพสังโฆ ชิงถ้วยพระราชทาน ครั้งที่ 21,,"ขอเชิญเที่ยวงานแข่งเรือยาวประเพณี เทศบาลตำบลโพสังโฆ ชิงถ้วยพระราชทาน ครั้งที่ 21 สมเด็จพระกนิษฐาธิราชเจ้า กรมสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี ประจำปี 2569
วันที่ 21 - 23 สิงหาคม 2569
ณ ลำแม่น้ำน้อย บริเวณหน้าวัดกลางท่าข้าม อำเภอค่ายบางระจัน จังหวัดสิงห์บุรี
21 ส.ค. 69 ลิเกคณะ ศรราม น้ำเพชร
22 ส.ค. 69 กลางวัน การแข่งขันเรือยาว &amp; ลิเกคณะ พรเทพ พรทวี
23 ส.ค. 69 กลางวัน การแข่งขันเรือยาว &amp; บังนัส ฟิวเจอร์แบนด์",,เทศบาตำบลโพสังโฆ,8,สิงห์บุรี,Sing Buri,ภาคกลาง,13.766913,100.576203,1,14.8936,100.4018,Provincial Centroid (Imputed from Fallback),1,https://calendar.m-culture.go.th/uploads/events/6a447d6de9e37_S__26656780.jpg,2
105415,10,ศิลปะร่วมสมัยและการถ่ายภาพ,ศิลปะร่วมสมัยและการถ่ายภาพ,2026-08-21 09:00:00,2026-08-21,09:00:00,2026,8,2026-08,ฤดูฝน,2026-08-23 17:00:00,2026-08-23,17:00:00,2026,8,2026-08,2.33,,เปิดเวที ประกวดภาพถ่าย Landscape ในหัวข้อ : ฉากภาพยนตร์ของจังหวัดกระบี่,Capture the Place  Create the Scene  Inspire the Film,"เปิดเวที ประกวดภาพถ่าย Landscape
ในหัวข้อ : ฉากภาพยนตร์ของจังหวัดกระบี่
&ldquo;Capture the Place&nbsp; Create the Scene&nbsp; Inspire the Film&rdquo;
ร่วมสร้างบรรยากาศแห่งภาพยนตร์ ผ่านสถานที่ต่างๆของจังหวัดกระบี่
เพื่อบ่งบอกให้โลกได้รับรู้ว่าจังหวัดกระบี่นั้นมีสถานที่
มิใช่เพียงแค่ความงดงาม แต่คือ...ฉากแห่งภาพยนตร์ระดับโลก
หยิบกล้อง แล้วออกไปเล่าเรื่อง
ใช้ &ldquo;กระบี่&rdquo; เป็นฉากทัศน์ของภาพยนตร์
สร้างภาพที่ที่เกินจะจินตนาการ
รางวัลมูลค่ารวม&nbsp; 30,000 บาท
ส่งผลงานได้ตั้งแต่&nbsp; 10 ก.ค. &ndash; 10 ส.ค. 2569
เพราะทุกภาพ&hellip;อาจเป็นจุดเริ่มต้นของหนังเรื่องใหม่
แล้วพบกันในงาน Special Event &quot;ยุคภยนตร์เมืองกระบี่&quot;
21 ส.ค. &ndash; 23 ส.ค. 2569
ตึกหัวมุม Art in the City กลางเมืองกระบี่ (ร้านแมงมุมเก่า)",,กระบี่,65,กระบี่,Krabi,ภาคใต้,13.766913,100.576203,1,8.0863,98.9063,Provincial Centroid (Imputed from Fallback),1,https://calendar.m-culture.go.th/uploads/events/6a5da650675bf_403013.jpg,3
105442,7,ประเพณีและศาสนา,ประเพณีและศาสนา,2026-08-21 06:00:00,2026-08-21,06:00:00,2026,8,2026-08,ฤดูฝน,2026-08-23 21:00:00,2026-08-23,21:00:00,2026,8,2026-08,2.62,https://www.facebook.com/share/p/1JrmuSq4Mv/,งานประเพณีไหว้ครูองค์จตุโชค หลักเมืองประจวบคีรีขันธ์ และงานฉลอง 131 ปี ประจวบคีรีขันธ์,"The traditional Wai Kru ceremony at the Phra Phuttha Chok shrine in Prachuap Khiri Khan, and the celebration of the 131st anniversary of Prachuap Khiri Khan.","งานประเพณีไหว้ครูองค์จตุโชค หลักเมืองประจวบคีรีขันธ์ และงานฉลอง 131 ปี ประจวบคีรีขันธ์
วันที่ 21 - 23 สิงหาคม 2569
ณ บริเวณศาลหลักเมืองประจวบคีรีขันธ์
ในวันเสาร์ที่ 22 สิงหาคม 2569 ระหว่างเวลา 09.09 - 16.00 น. เปิดให้ไหว้องค์จตุโชคหลักเมืองประจวบคีรีขันะ และสามารถเปลี่ยนบายศรี เพื่อขึ้นไหว้องค์จตุโชคหลักเมืองประจวบคีรีขันธ์ ได้
- ผู้ใดประสงค์จะทำการแก้บน หรือทำการเสริมสร้างบารมีด้วยละครรำ หรือภาพยนต์ หรือมหรสพอื่น ขอให้ติดต่อได้ตั้งแต่บัดนี้
- หากจะร่วมเป็นเจ้าภาพอาหาร เครื่องดิ่ม ขนม ผลไม้ มหรสพ ขอให้ติดต่อได้ตั้งแต่บัดนี้
โดยติดต่อสอบถาม และแจ้งความประสงค์ ณ อาคารจตุโชค บริเวณศาลหลักเมืองประจวบคีรีขันธ์&nbsp;
และทางโทรศัพท์หมายเลข&nbsp;
081-0155561 คุณชูชีพ คงอภิรักษ์ กรรมการ
089-2572308 คุณวิสุทธิ์ อุณหสุทธิยานนท์ กรรมการ
097-9893364 คุณเพชราภรณ์ จารุชาติธาดา กรรมการ
โดยมูลนิธิศาลหลักเมืองประจวบคีรีขันธ์ ร่วมกับ สำนักงานวัฒนธรรมจังหวัดประจวบคีรีขันธ์","The annual Wai Kru (Teacher Homage) Ceremony at the Prachuap Khiri Khan City Pillar Shrine and the 131st Anniversary Celebration of Prachuap Khiri Khan
August 21-23, 2026
At the Prachuap Khiri Khan City Pillar Shrine
On Saturday, August 22, 2026, from 9:09 AM to 4:00 PM, the shrine will be open for worship of the Four Auspicious Deities (Jatuchok) and offerings can be changed.
- Those wishing to fulfill vows or enhance their merit through traditional Thai dance, film performances, or other entertainment should contact us now.
- Those wishing to sponsor food, drinks, snacks, fruits, or entertainment should contact us now.
For inquiries and to express your intentions, please contact the Jatuchok Building at the Prachuap Khiri Khan City Pillar Shrine.
And by phone:
081-0155561 Mr. Chucheep Kongapirak, Director
089-2572308 Mr. Wisut Unhasuthiyanont, Director
097-9893364 Ms. Petcharaporn Charuchathada, Director
By the Prachuap Khiri Khan City Pillar Shrine Foundation in collaboration with the Prachuap Khiri Khan Provincial Cultural Office",ศาลหลักเมืองประจวบคีรีขันธ์,63,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,11.811172931740295,99.79689253514098,0,11.811172931740295,99.79689253514098,Original API Coordinates,1,https://calendar.m-culture.go.th/uploads/events/6a82b9bb4fa4c_ปชส. ไหว้องค์จตุโชค.pdf-1.jpg,4
105443,4,เทศกาลและงานประจำปี,เทศกาลและงานประจำปี,2026-08-20 19:30:00,2026-08-20,19:30:00,2026,8,2026-08,ฤดูฝน,2026-08-21 22:00:00,2026-08-21,22:00:00,2026,8,2026-08,1.1,https://www.facebook.com/share/p/1GmuLqc5XQ/,การแสดงโดรนแปรอักษรและภาพ,Drone Light Show,"จังหวัดประจวบคีรีขันธ์ โดย สำนักงานส่งเสริมการเรียนรู้ประจำจังหวัดประจวบคีรีขันธ์
ขอเชิญร่วมสัมผัสปรากฎการณ์แห่งแสงบนท้องฟ้า
ครั้งแรกของประจวบคีรีขันธ์
Drone Light Show
การแสดงโดรนแปรอักษรและภาพสุดตระการตา
เมื่อวิทยาศาสตร์ เทคโนโลยี และศิลปะ แสงสี บนท้องฟ้า
2 คืน 2 แลนด์มาร์ก
คืนวันที่ 20 สิงหาคม 2569
ตั้งแต่เวลา 19.30 น. เป็นต้นไป
บริเวณพระบรมราชานุสาวรีย์ รัชกาลที่ 4 อุทยานวิทยาศาสตร์พระจอมเกล้า ณ หว้ากอ จังหวัดประจวบคีรีขันธ์
ร่วมรำลึกและเทิดพระเกียรติพระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว &quot;พระบิดาแห่งวิทยาศาสตร์ไทย&quot;
คืนวันที่ 21 สิงหาคม 2569
ตั้งแต่เวลา 19.30 น. เป็นต้นไป
บริเวณสะพานสราญวิถี จังหวัดประจวบคีรีขันธ์
สัมผัสอีกหนึ่งค่ำคืนแห่งความตระการตา ถ่ายทอดเสน่ห์ อัตลักษณ์ และความงดงามของเมืองสามอ่าวบนท้องฟ้า
ชมฟรี ตลอดงาน ร่วมเป็นส่วนหนึ่งของประวัติศาสตร์ครั้งสำคัญของจังหวัดประจวบคีรีขันธ์
สำนักงานส่งเสริมการเรียนรู้ประจำจังหวัดประจวบคีรีขันธ์
โทรศัพท์ 032-611586
https://www.facebook.com/share/p/1GmuLqc5XQ/
pkn_nfedc@dole.go.th
https://www.facebook.com/nfe.prachuap
https://sites.google.com/nfe.go.th/prachuapnfe","Prachuap Khiri Khan Province, by the Prachuap Khiri Khan Provincial Office of Learning Promotion,
invites you to experience a spectacular light show in the sky.
The first of its kind in Prachuap Khiri Khan:
Drone Light Show
A dazzling display of drone formations and images.
Where science, technology, art, light, and color meet in the sky.
2 nights, 2 landmarks.
Night of August 20, 2026
From 7:30 PM onwards
At the King Mongkut&#39;s Monument, King Mongkut&#39;s Science Park at Wa Ko, Prachuap Khiri Khan Province.
A tribute to His Majesty King Mongkut, &quot;The Father of Thai Science.&quot;
Night of August 21, 2026
From 7:30 PM onwards
At Sarangwithee Bridge, Prachuap Khiri Khan Province.
Experience another night of spectacle. Showcasing the charm, identity, and beauty of the Three Bays City in the sky.
Free admission throughout the event. Be a part of this significant historical event for Prachuap Khiri Khan Province.
Prachuap Khiri Khan Provincial Learning Promotion Office
Tel: 032-611586
https://www.facebook.com/share/p/1GmuLqc5XQ/
pkn_nfedc@dole.go.th
https://www.facebook.com/nfe.prachuap
https://sites.google.com/nfe.go.th/prachuapnfe",สะพานสราญวิถี,63,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,11.807954148008147,99.7993279809265,0,11.807954148008147,99.7993279809265,Original API Coordinates,1,https://calendar.m-culture.go.th/uploads/events/6a83db21b126f_3933605.jpg,2
105441,6,ศิลปวัฒนธรรมและชาติพันธุ์,ศิลปวัฒนธรรมและชาติพันธุ์,2026-08-18 08:00:00,2026-08-18,08:00:00,2026,8,2026-08,ฤดูฝน,2026-08-18 17:00:00,2026-08-18,17:00:00,2026,8,2026-08,0.38,สำนักงานวัฒนธรรมจังหวัดประจวบคีรีขันธ์,การขับเคลื่อนเครือข่ายสภาวัฒนธรรมสร้างสรรค์ มุ่งสู่เศรษฐกิจฐานรากและการท่องเที่ยวเชิงอัตลักษณ์,Cultural Synergy for Sustainable Economy and Tourism,"โครงการขับเคลื่อนเครือข่ายสภาวัฒนธรรมสร้างสรรค์ มุ่งสู่เศรษฐกิจฐานรากและการท่องเที่ยวเชิงอัตลักษณ์สร้างคุณค่า (Cultural Synergy for Sustainable Economy and Tourism)&nbsp;
วันอังคารที่ ๑๘ สิงหาคม ๒๕๖๙&nbsp;
ณ ห้องประชุมศูนย์การกำลังสำรอง ตำบลเขาน้อย อำเภอปราณบุรี จังหวัดประจวบคีรีขันธ์
กิจกรรมประกอบด้วย
- การอภิปรายหัวข้อ &quot;พลังเครือข่ายสภาวัฒนธรรม : กลไกการขับเคลื่อนเศรษฐกิจสร้างสรรค์ และภูมิปัญญาท้องถิ่นสู่อนาคต
- กิจกรรม Workshop &quot;จากรากเหง้าสู่อัตลักษณ์ : การสาธิตและการพัฒนาผลิตภัณฑ์ชุมชนเพื่อการท่องเที่ยวเชิงสร้างสรรค์&quot;&nbsp;
โดย สภาวัฒนธรรมอำเภอปราณบุรี ร่วมกับสำนักงานวัฒนธรรมจังหวัดประจวบคีรีขันธ์","Project to Drive the Creative Cultural Council Network Towards a Sustainable Economy and Identity-Based Tourism (Cultural Synergy for Sustainable Economy and Tourism)
Tuesday, August 18, 2026
At the Reserve Forces Training Center Meeting Room, Khao Noi Subdistrict, Pranburi District, Prachuap Khiri Khan Province
Activities include:
- A discussion on &quot;The Power of Cultural Council Networks: A Mechanism for Driving the Creative Economy and Local Wisdom Towards the Future&quot;
- A Workshop &quot;From Roots to Identity: Demonstration and Development of Community Products for Creative Tourism&quot;
Organized by the Pranburi District Cultural Council in collaboration with the Prachuap Khiri Khan Provincial Cultural Office",ศูนย์การกำลังสำรอง,63,ประจวบคีรีขันธ์,Prachuap Khiri Khan,ภาคตะวันตก,12.402340650406252,99.92067111676025,0,12.402340650406252,99.92067111676025,Original API Coordinates,1,https://calendar.m-culture.go.th/uploads/events/6a828f5c58a6d_ป้ายโครงการ1.jpg,3
105427,"5,7",เทศกาลอาหารและวิถีชีวิต; ประเพณีและศาสนา,เทศกาลอาหารและวิถีชีวิต,2026-08-16 18:00:00,2026-08-16,18:00:00,2026,8,2026-08,ฤดูฝน,2026-08-16 22:00:00,2026-08-16,22:00:00,2026,8,2026-08,0.17,,LANNA OMAKASE,LANNA OMAKASE,"&nbsp;LANNA OMAKASE ในวันที่ 16 สิงหาคม 2569 ณ Villa Uchi เชียงใหม่
เปิดประสบการณ์อาหารในรูปแบบ Fine Dining โดย เชฟเจเรมี ผู้หลงรักในความเป็นเชียงใหม่ นำวัตถุดิบจากท้องถิ่นที่มีคุณภาพ และภูมิปัญญาล้านนา มารังสรรค์ให้กลายเป็นเมนูร่วมสมัยสุดสร้างสรรค์",,Villa Uchi เชียงใหม่,39,เชียงใหม่,Chiang Mai,ภาคเหนือ,18.774891555747523,98.94711507504272,0,18.774891555747523,98.94711507504272,Original API Coordinates,1,https://calendar.m-culture.go.th/uploads/events/6a715bf6db8dd_749681401_2037999956837537_4107434323063108513_n.jpg,2
105440,"2,5",ดนตรีและการแสดง; เทศกาลอาหารและวิถีชีวิต,ดนตรีและการแสดง,2026-08-15 10:00:00,2026-08-15,10:00:00,2026,8,2026-08,ฤดูฝน,2026-08-19 21:00:00,2026-08-19,21:00:00,2026,8,2026-08,4.46,,The Best Central 2026 FOOD | NON FOOD,The Best Central 2026 FOOD | NON FOOD,"The Best of Central 2026 งานจำหน่ายสินค้าและเจรจาธุรกิจสินค้า FOOD &amp; NON FOOD
สมุนไพร และเกษตรปลอดภัยเกษตรอินทรีย์ โดยสำนักงานพาณิชย์จังหวัดนนทบุรีและกลุ่มจังหวัดภาคกลาง
มหกรรมจำหน่ายสินค้าและเจรจาธุรกิจ เชื่อมโยงผู้ประกอบการ สร้างโอกาส เสริมรายได้ ยกระดับเครือข่ายการค้า สู่การพัฒนาอย่างยั่งยืน
ภายในงานพบกับบูธแสดงสินค้ากว่า 60 ร้านค้าที่รวบรวมของดี ของเด่น คัดสรรคุณภาพ พร้อมส่งมอบอัตลักษณ์ ภูมิปัญญาท้องถิ่น และกิจกรรมเจรจาธุรกิจ Business matching สินค้าผู้ประกอบการจากกลุ่มจังหวัดภาคกลาง ยกทัพมาให้คุณได้สัมผัสกันถึงที่แล้ว รวมของเด็ด รวมของดี สำนักงานพาณิชย์การันตี ที่คุณห้ามพลาด
พบกับกิจกรรมไฮไลต์สุดพิเศษตลอดงาน
ช้อปสินค้าคุณภาพ ราคาพิเศษ
ลุ้นรับคูปองแทนเงินสด นาทีทอง สินค้าราคาสบายกระเป๋า และอื่นๆ อีกมากมาย มูลค่า 150,000 บาท
สนุกกับมินิคอนเสิร์ตจากศิลปินชั้นนำทุกวันตลอดงาน พบกับ เต๋า ภูศิลป์, กิมกลอย คนดัง, ปัณณ์ ปัณณ์ ไหทองคำ, กีตาร์ สิริขวัญ แกรมมี่โกลด์, และมนุษย์ดนตรี สมปอง อุมา
วันที่ 15 &ndash; 19 สิงหาคม 2569
เวลา 10.00 &ndash; 22.00 น.
บริเวณลานโปรโมชั่น ชั้น 1 ศูนย์การค้าเซ็นทรัล เวสต์เกต
มาเดินเล่นเพลิน ๆ คุณภาพครบ จบที่เดียว ช้อปถูกใจ ได้ของดี มีคูปองสมนาคุณ",,นนทบุรี,3,นนทบุรี,Nonthaburi,ภาคกลาง,13.766913,100.576203,1,13.8621,100.5144,Provincial Centroid (Imputed from Fallback),1,https://calendar.m-culture.go.th/uploads/events/6a7e8f5222e63_15-19 สิงหาคม 2569.jpg,3
